Title,Description
高盛：停止推荐做空黄金,高盛表示，在金价跌至每盎司1400美元附近水平时已“关闭”对客户做空COMEX期金的建议，在跌破了诸多技术支持水平后，金价近期的下跌速度之快令人惊讶。截至北京时间23日20时40分，COMEX期金电子盘报价为每盎司1417美元。
建行辟谣安抚员工恐慌副行长:我都不在降薪范围,建行董事长王洪章和行长张建国在北京和香港的中报业绩说明会上对市场流传的“5321”减薪方案表示：绝无此事！“中央薪酬改革仅限于国家任命的企业高管，连我都不在降薪范围内。”
恒天然雅培掐架神秘客户或有更多涉毒奶粉被隐瞒,恒天然与雅培不一致的公开声明，或许意味着涉毒乳清蛋白粉超过恒天然此前公布的范围。难道还有更多涉毒奶粉被隐藏？按照雅培的说法，雅培并不属于38吨受污染乳清蛋白粉的使用者，而是使用了同一个受污染的管道进行包装作业。
银行理财迎来“丰收年”产品收益率城商行夺魁,已过去的2013年无疑是理财产品的丰收年。百余家银行发行逾4.5万款产品，较2012年出现了大幅增长，增幅高达56.2%。股份制银行去年共发行15590款理财产品，一直在理财产品发行市场发力追赶的中小银行，也终于收获了不俗的成果。
担保业又一家公司赴港上市沉沦多时行业已触底,担保行业正努力走出两年多的严冬季节。一番折戟之后，瀚华金控通过下调招股价和筹资额等方式再度闯关联交所。目前全国要上市的担保公司有20多家，已有7、8家在准备材料。
尼康发布全画幅天文单反相机D810A,该机型是D810衍生出来的特制变种机型，相比普通版改用对H-α光谱透光率更高的光学滤镜，能够清晰逼真还原星云、星系发出的H-α射线。其他改进还包括：M档快门支持900s长曝光，即时取景可放大至23倍等，预计5月上市，单机售价约合2.5万人民币。
iPhone6“身价”被错估“套牢”庞大的群体,曾经，iPhone6“身价”不断上扬，最高市场预测价被推至三万元，然而，从开售第一天起，它连续三天以每天1500元至2000元的幅度在向下“坠落”。这款至今还没在中国大陆正式发售的手机，已经提前“套牢”了一个庞大的群体。
苏州“最帅地铁司机”称：不会进娱乐圈,记者采访了“帅司机”本人，除了地铁司机，他还是一名兼职模特。说到是不是在炒作，孙佳琪很低调的回应称，自己最近没在网上发布过什么东西，而且也没有要进娱乐圈的打算，“肯定不是啊，连我自己都找不到要炒作的理由。”
乐视梁军：乐视智能电视用户开机率已超80%,乐视网副总裁梁军接受采访时称，乐视智能电视的开机率已超过80%，而传统电视的开机率还不到40%。谈及互联网企业做智能硬件的风潮，梁军表示，互联网最好的一点就是没有任何形式的限制，把服务传递给用户就好。
陌生人交友：最后的社交盛宴,弱关系社交被微博统治，强关系社交被微信和QQ掌控，本以为再无创业公司生长空间的移动社交领域，陌陌却腾讯的阴影下坚强的成长起来。陌生人社交也许是整个移动社交版图中最后的盛宴，谁能抓住这个最后的机会，谁也许就能成为下一个“微信”。
北京四成公积金在沉睡租房“三月一提”引争议,公积金政策因提取条件苛刻、享受人群有限而被不少民众认为“劫贫济富”且利用率不高。数据显示，北京四成公积金沉睡。近日，租房公积金三月一提引热议，网友称，“如果不买房，三月之外余钱怎么办？只能沦为不断贬值的‘退休金’？”
火影、海贼王维权真相:巨头真在维权？‘游戏大观,2014年手游领域的版权环境日趋严峻，而在日漫IP中，被称之为民工漫的《火影忍者》、《海贼王》则是业内关注的焦点。看完上面一溜的海贼、火影版权方授权信息，大家可能认为现在渠道上无授权产品会集中出现问题，但真的是这样么？
企业要靠员工来成长你的员工有教练吗?,“人们离开的是经理人，而不是企业。这就是说，如果一个人和顶头上司关系不睦，无论为他提供多少坐式按摩或者企业出资的遛狗或日托服务，都无法说服这个人留下来，发挥作用。”许多经理人都不知道自己最重要的工作就是让他人得到发展…
手机电台的“硬件”玩法,手机电台的“硬件”除了现有的预装在汽车或手机上之外还能怎么玩？手机电台需要解决用户为何要使用其硬件这个逻辑、提升期望值，发展用户、内容是当前最重要的，至于创新和颠覆，他们还需要有更多的成长环境。
“计生红旗县”往事,如东县曾经做到在3年时间里把全县人口自然增长率从近20‰降到5‰多一点。当地官方保守统计，三十多年来，全县少生近50万人。但现在，正如桑盛富所说，包括他自己在内，“作了贡献的人吃亏了”。
统一大叔：始乱终弃今麦郎大婶!,今大婶和统一大叔共同的儿子今麦郎饮品发展的并不好。原因很简单，在最核心的问题“让用户第一次喝今麦郎饮品”的策略并不成功。这几年的时间里，统一大叔和康师傅大叔在饮料上拼命的打广告推新品，每出新品全国人民都会被眼睛强奸一遍。
港媒：感叹内地看病贵大批港人回港养老,近年数以万计退休港人迁往内地，希望远离拥挤、物价高昂的香港，在内地过上更好的退休生活。但因医疗服务难，以及内地物价上涨，现在越来越多人返港。“去医院做一次胆结石检查加上止痛药，就要3000港元。如果是在香港，只要几百港元就够了。”
打击黑摩为何要了人命,一辆黑摩的，就是一个家庭的经济支柱，是一日三餐的生活费，是儿女的生活费，是医治疾病的医疗费。某些政策所缺乏的，不但是对底层的起码的同情心，还缺少起码的风险评估意识。以被执法者的生命为代价换取的执法效果，是一个沉重的教训。
李维斯是怎样败给了优衣库和GAP？,将Levi's品牌与廉价超市形象结合在一起，对品牌形象产生了难以挽回的伤害。这也许可以部分解释为什么就连在亚洲新兴市场，也没能为Levi's带来太多希望：当越来越多热衷于时尚的年轻人到北美看到超市中的Levi's之后，他们大失所望。
空巢老夫妇中秋节前出租屋内双双离世子女不知,中秋节本是阖家团圆的日子，但洛阳市瀍河区法院老家属楼里却发生了一件令人“揪心”的事：9月18日晚，一对空巢老夫妇被发现死在出租屋里，遗体已经腐烂发臭。这对老夫妇的离世再次给那些在外地工作的子女提了个醒：要常回家看看。
12321网络不良与垃圾信息举报受理中心,你是否曾接到对方能准确报出你姓名等信息的诈骗电话?电话里的陌生人怎么对你的私事一清二楚?温州鹿城法院判决一起非法获取公民个人信息案。三个小伙子通过网络非法获取417万余条私家车车主个人信息还向他人出售牟利被判刑
西山居邹涛：端游空间很大需不断创新‘游戏大观,节奏很重要，因为从游戏本身上很容易想到《剑3》的竞争对手是《魔兽世界》，我说魔兽更新太慢了，基本上从数据上看，三个月其实玩家基本上就玩腻了，我自己觉得创新是肯定的，不断去做。第二在你的模式上，运营的收费模式上也要创新。
国家拟补贴新能源充电设施最高可达1.2亿,为推动充电桩等新能源基础设施建设，财政部等联合发布《关于新能源汽车充电设施建设奖励的通知》表示，中央财政拟安排资金对新能源汽车推广城市或城市群给予设施建设奖励。根据不同的推广量，最高可获得1.2亿，而最低1000万。
青奥不扰民南京不限购也不限行火炬不再赠火炬手,明天将迎来青奥会倒计时30天。日前，南京市市长、南京青奥组委副主席兼秘书长缪瑞林表示，青奥会筹办工作已进入赛时试运行阶段，各项准备工作基本就绪。他表示，为避免扰民，青奥期间私家车不会限行，也不会出台限购的政策。
